New ID,Vendor,Charge_Date,Cardholder_Agency,PC_Number,Billing_Amount
172196,SQUARE,7/5/2023,Public Health,PC-156978,500
172196,AMAZON,7/17/2023,Public Health,PC-156978,36
172196,AMAZON,7/3/2023,Public Health,PC-156978,94.2
191268,AMAZON,7/18/2023,Public Health,PC-284255,115.8
172196,AMAZON,1/16/2023,Public Health,PC-172022,167.65
172196,AMAZON,7/20/2023,Public Health,PC-156978,308.36
172196,AMAZON,7/23/2023,Public Health,PC-156978,30.67
172196,AMAZON,7/21/2023,Public Health,PC-156978,14.71
172196,AMAZON,7/2/2023,Public Health,PC-156978,136.69
172196,AMAZON,7/23/2023,Public Health,PC-156978,12.99
172196,AMAZON,7/9/2023,Public Health,PC-156978,219.65
172196,AMAZON,7/22/2023,Public Health,PC-156978,205.56
172196,AMAZON,7/2/2023,Public Health,PC-156978,189.5
172196,AMAZON,7/21/2023,Public Health,PC-156978,187.65
172196,AMAZON,7/2/2023,Public Health,PC-156978,141.74
172196,AMAZON,7/1/2023,Public Health,PC-156978,141.28
172196,AMAZON,7/23/2023,Public Health,PC-156978,140.22
172196,AMAZON,7/3/2023,Public Health,PC-156978,14.99
172196,AMAZON,5/9/2023,Public Health,PC-217446,71.62
172196,AMAZON,12/1/2023,Public Health,PC-227578,89.92
172196,AMAZON,11/30/2023,Public Health,PC-227578,99.95
123051,AMAZON,9/17/2023,Public Health,PC-287061,188.81
191268,AMAZON,11/5/2023,Public Health,PC-137312,14.56
172196,AMAZON,5/28/2023,Public Health,PC-217446,135.48
191268,AMAZON,11/6/2023,Public Health,PC-249288,84.94
172196,AMAZON,6/8/2023,Public Health,PC-217446,70.18
172196,AMAZON,5/21/2023,Public Health,PC-217446,139.7
191268,SQUARE,6/23/2023,Public Health,PC-140544,243.22
172196,AMAZON,1/27/2023,Public Health,PC-133798,86.31
172196,AMAZON,3/17/2023,Public Health,PC-192893,90
172196,AMAZON,3/19/2023,Public Health,PC-192893,84.1
172196,AMAZON,4/10/2023,Public Health,PC-192893,86.64
172196,AMAZON,1/24/2023,Public Health,PC-133798,21.72
172196,AMAZON,1/24/2023,Public Health,PC-133798,29.76
172196,AMAZON,3/7/2023,Public Health,PC-197306,38.98
172196,AMAZON,3/10/2023,Public Health,PC-197306,90
229207,AMAZON,5/3/2023,Public Health,PC-215213,165.24
172196,AMAZON,1/24/2023,Public Health,PC-133798,47.28
229207,AMAZON,6/22/2023,Public Health,PC-266937,-42.23
172196,AMAZON,4/27/2023,Public Health,PC-198750,115.96
172196,AMAZON,3/3/2023,Public Health,PC-197306,17.78
172196,AMAZON,2/21/2023,Public Health,PC-197306,191.79
172196,AMAZON,3/7/2023,Public Health,PC-197306,32.65
172196,AMAZON,2/1/2023,Public Health,PC-133798,143.86
172196,AMAZON,4/20/2023,Public Health,PC-198750,91.16
172196,AMAZON,2/6/2023,Public Health,PC-119848,98
172196,AMAZON,4/20/2023,Public Health,PC-198750,58
123051,AMAZON,6/27/2023,Public Health,PC-298536,813.54
172196,AMAZON,4/24/2023,Public Health,PC-198750,657.56
123051,AMAZON,6/21/2023,Public Health,PC-298536,198.13
172196,AMAZON,4/10/2023,Public Health,PC-192893,67.28
172196,AMAZON,2/3/2023,Public Health,PC-119848,138.59
172196,AMAZON,4/10/2023,Public Health,PC-192893,44.45
172196,AMAZON,2/28/2023,Public Health,PC-192893,12.85
172196,AMAZON,3/14/2023,Public Health,PC-192893,65.79
172196,AMAZON,4/24/2023,Public Health,PC-198750,154.06
191268,AMAZON,6/9/2023,Public Health,PC-208023,47.94
172196,AMAZON,2/2/2023,Public Health,PC-133798,90
172196,AMAZON,4/28/2023,Public Health,PC-198750,336.37
191268,AMAZON,6/9/2023,Public Health,PC-101440,41.95
172196,AMAZON,2/27/2023,Public Health,PC-192893,39.59
191268,AMAZON,10/17/2023,Public Health,PC-169867,35.58
191268,AMAZON,10/17/2023,Public Health,PC-199141,69.15
229207,AMAZON,9/14/2023,Public Health,PC-104324,88.26
258183,SQUARE,2/21/2023,Public Health,PC-269039,146.77
133626,AMAZON,8/18/2023,Public Health,PC-278165,37.14
133626,AMAZON,8/18/2023,Public Health,PC-198236,41.22
225437,AMAZON,2/12/2023,Public Health,PC-155270,19.78
140168,AMAZON,12/8/2023,Public Health,PC-284149,24.7
225437,AMAZON,7/28/2023,Public Health,PC-270488,46.5
140168,AMAZON,8/7/2023,Public Health,PC-266473,311.91
140168,AMAZON,12/13/2023,Public Health,PC-284149,-24.7
140168,AMAZON,12/4/2023,Public Health,PC-284149,294.75
140168,AMAZON,12/9/2023,Public Health,PC-284149,32.55
140168,PAYPAL,2/9/2023,Public Health,PC-287905,275
140168,AMAZON,5/22/2023,Public Health,PC-245255,249.45
225437,AMAZON,12/23/2023,Public Health,PC-279019,33.24
225437,SQUARE,10/3/2023,Public Health,PC-143200,238.75
225437,AMAZON,2/6/2023,Public Health,PC-167661,1063.99
280791,AMAZON,4/5/2023,Public Health,PC-184658,264.08
225437,AMAZON,5/12/2023,Public Health,PC-246354,25.98
140168,AMAZON,1/11/2023,Public Health,PC-233041,25
140168,PAYPAL,4/3/2023,Public Health,PC-261465,370
140168,AMAZON,5/15/2023,Public Health,PC-245255,90.29
140168,AMAZON,12/19/2023,Public Health,PC-195845,11.99
225437,AMAZON,2/7/2023,Public Health,PC-167661,7.52
225437,PAYPAL,3/20/2023,Public Health,PC-144813,57
225437,PAYPAL,3/23/2023,Public Health,PC-144813,57
225437,AMAZON,3/20/2023,Public Health,PC-144813,79.19
140168,PAYPAL,9/12/2023,Public Health,PC-209330,132.45
140168,AMAZON,9/12/2023,Public Health,PC-117177,626.64
140168,AMAZON,9/21/2023,Public Health,PC-117177,34.64
289938,PAYPAL,9/12/2023,Public Health,PC-266751,39
225437,AMAZON,12/23/2023,Public Health,PC-279019,100.11
225437,AMAZON,10/11/2023,Public Health,PC-143200,67.91
140168,AMAZON,4/29/2023,Public Health,PC-195405,98.9
140168,AMAZON,4/28/2023,Public Health,PC-195405,89.92
140168,SQUARE,4/26/2023,Public Health,PC-195405,198
225437,AMAZON,2/7/2023,Public Health,PC-167661,15.73
140168,AMAZON,12/20/2023,Public Health,PC-195845,23.9
140168,AMAZON,12/20/2023,Public Health,PC-195845,16.7
140168,AMAZON,12/17/2023,Public Health,PC-195845,168.15
225437,AMAZON,2/5/2023,Public Health,PC-167661,207.84
225437,AMAZON,3/12/2023,Public Health,PC-169252,196
225437,AMAZON,3/2/2023,Public Health,PC-169252,35.23
225437,AMAZON,3/11/2023,Public Health,PC-169252,37.08
140168,AMAZON,11/15/2023,Public Health,PC-213924,518.12
280791,AMAZON,1/26/2023,Public Health,PC-112259,27.97
225437,AMAZON,2/5/2023,Public Health,PC-167661,21.77
280791,AMAZON,1/28/2023,Public Health,PC-112259,43
140168,AMAZON,6/14/2023,Public Health,PC-202521,24.49
140168,AMAZON,10/10/2023,Public Health,PC-106316,17.66
140168,AMAZON,10/30/2023,Public Health,PC-106316,16.99
225437,AMAZON,1/21/2023,Public Health,PC-107437,-99.97
225437,AMAZON,1/21/2023,Public Health,PC-107437,-99.97
140168,AMAZON,10/26/2023,Public Health,PC-106316,45.92
140168,AMAZON,10/25/2023,Public Health,PC-106316,30.59
140168,AMAZON,10/10/2023,Public Health,PC-106316,19.79
225437,AMAZON,1/19/2023,Public Health,PC-270330,425.12
225437,AMAZON,1/17/2023,Public Health,PC-270330,399.88
140168,AMAZON,5/9/2023,Public Health,PC-260922,62
225437,AMAZON,1/8/2023,Public Health,PC-270330,89.07
225437,AMAZON,1/6/2023,Public Health,PC-270330,50
140168,AMAZON,5/2/2023,Public Health,PC-260922,68.28
225437,AMAZON,9/8/2023,Public Health,PC-296638,17.66
225437,AMAZON,8/29/2023,Public Health,PC-273354,59.49
140168,AMAZON,10/31/2023,Public Health,PC-106316,593.82
225437,AMAZON,1/24/2023,Public Health,PC-107437,141.3
225437,AMAZON,1/21/2023,Public Health,PC-107437,-99.97
225437,AMAZON,1/21/2023,Public Health,PC-107437,-99.97
140168,AMAZON,3/14/2023,Public Health,PC-196127,41.81
140168,AMAZON,10/9/2023,Public Health,PC-245307,16.95
140168,AMAZON,3/15/2023,Public Health,PC-196127,33.94
140168,AMAZON,3/15/2023,Public Health,PC-196127,213.8
140168,AMAZON,6/7/2023,Public Health,PC-149428,14.8
225437,AMAZON,4/26/2023,Public Health,PC-174472,25
140168,AMAZON,10/9/2023,Public Health,PC-245307,12
140168,AMAZON,10/4/2023,Public Health,PC-245307,64.79
140168,AMAZON,8/29/2023,Public Health,PC-223372,26.25
225437,AMAZON,1/6/2023,Public Health,PC-270330,25
140168,AMAZON,8/22/2023,Public Health,PC-223372,27.5
140168,AMAZON,10/2/2023,Public Health,PC-245307,89.23
140168,AMAZON,8/23/2023,Public Health,PC-223372,27.98
225437,AMAZON,1/12/2023,Public Health,PC-270330,191.78
140168,AMAZON,8/22/2023,Public Health,PC-223372,34.1
225437,SQUARE,8/9/2023,Public Health,PC-266948,100.5
225437,AMAZON,1/19/2023,Public Health,PC-107437,183.48
140168,AMAZON,8/6/2023,Public Health,PC-266473,412.28
140168,AMAZON,8/5/2023,Public Health,PC-266473,48.51
140168,AMAZON,8/6/2023,Public Health,PC-266473,71.11
140168,AMAZON,5/2/2023,Public Health,PC-260922,178.17
140168,AMAZON,5/6/2023,Public Health,PC-260922,179.84
140168,AMAZON,5/2/2023,Public Health,PC-260922,39.82
225437,AMAZON,9/20/2023,Public Health,PC-182503,188.64
140168,AMAZON,7/19/2023,Public Health,PC-150707,173.85
140168,AMAZON,7/2/2023,Public Health,PC-150707,178.05
140168,AMAZON,7/10/2023,Public Health,PC-150707,269.98
140168,AMAZON,7/11/2023,Public Health,PC-150707,38.9
225437,AMAZON,9/20/2023,Public Health,PC-182503,165.89
225437,AMAZON,9/9/2023,Public Health,PC-296638,28.66
140168,AMAZON,10/24/2023,Public Health,PC-106316,87
140168,AMAZON,10/18/2023,Public Health,PC-106316,69.48
280791,AMAZON,10/27/2023,Public Health,PC-216550,53.74
225437,AMAZON,4/30/2023,Public Health,PC-222807,135.12
140168,AMAZON,3/9/2023,Public Health,PC-196127,29.98
225437,AMAZON,4/10/2023,Public Health,PC-163632,24.96
225437,AMAZON,8/14/2023,Public Health,PC-266948,106.95
225437,AMAZON,11/11/2023,Public Health,PC-122183,178.1
140168,AMAZON,9/15/2023,Public Health,PC-117177,24.95
140168,AMAZON,9/17/2023,Public Health,PC-117177,26.66
140168,AMAZON,9/16/2023,Public Health,PC-117177,29.65
225437,AMAZON,3/15/2023,Public Health,PC-205729,75.09
225437,AMAZON,3/12/2023,Public Health,PC-205729,43.56
225437,AMAZON,3/14/2023,Public Health,PC-205729,27.99
225437,AMAZON,3/10/2023,Public Health,PC-169252,29.74
225437,AMAZON,3/9/2023,Public Health,PC-169252,132.45
225437,AMAZON,1/11/2023,Public Health,PC-270330,12.99
225437,AMAZON,8/11/2023,Public Health,PC-266948,21.74
225437,AMAZON,8/11/2023,Public Health,PC-266948,243.16
225437,AMAZON,2/7/2023,Public Health,PC-167661,773.73
140168,AMAZON,4/11/2023,Public Health,PC-261465,19.79
140168,PAYPAL,5/18/2023,Public Health,PC-245255,99.1
225437,AMAZON,8/11/2023,Public Health,PC-266948,26.19
140168,PAYPAL,9/12/2023,Public Health,PC-209330,53.95
225437,AMAZON,10/20/2023,Public Health,PC-263449,467
225437,AMAZON,3/12/2023,Public Health,PC-205729,19.78
225437,AMAZON,3/12/2023,Public Health,PC-205729,103.36
225437,AMAZON,8/14/2023,Public Health,PC-273354,11.89
140168,AMAZON,12/11/2023,Public Health,PC-284149,97.95
225437,AMAZON,12/22/2023,Public Health,PC-279019,73.98
225437,AMAZON,9/27/2023,Public Health,PC-182503,53.88
280791,AMAZON,2/21/2023,Public Health,PC-244750,29.56
280791,AMAZON,2/23/2023,Public Health,PC-244750,23.7
280791,AMAZON,2/22/2023,Public Health,PC-244750,25.98
225437,AMAZON,9/30/2023,Public Health,PC-182503,171.65
266734,AMAZON,4/4/2023,Public Health,PC-292274,195.87
266734,AMAZON,4/5/2023,Public Health,PC-292274,25.72
280965,AMAZON,11/2/2023,Public Health,PC-253262,274.04
280965,AMAZON,10/31/2023,Public Health,PC-253262,61.48
280965,AMAZON,11/2/2023,Public Health,PC-253262,73.92
280965,AMAZON,11/3/2023,Public Health,PC-253262,92.04
280965,AMAZON,11/6/2023,Public Health,PC-253262,94.6
124914,AMAZON,4/14/2023,Public Health,PC-150821,107.31
124914,AMAZON,4/10/2023,Public Health,PC-150821,655.35
124914,AMAZON,4/16/2023,Public Health,PC-150821,7
124914,AMAZON,4/14/2023,Public Health,PC-150821,141.64
124914,AMAZON,5/3/2023,Public Health,PC-150821,413.91
124914,AMAZON,2/21/2023,Public Health,PC-116465,688.42
280965,AMAZON,9/14/2023,Public Health,PC-181296,50.16
280965,AMAZON,9/4/2023,Public Health,PC-181296,180.43
261375,SQUARE,3/30/2023,Public Health,PC-257732,1680
261375,SQUARE,3/30/2023,Public Health,PC-257732,1120
124914,AMAZON,4/6/2023,Public Health,PC-112223,949.75
124914,AMAZON,3/14/2023,Public Health,PC-176822,906.3
246469,AMAZON,10/4/2023,Public Health,PC-190554,34.29
280965,AMAZON,2/21/2023,Public Health,PC-187276,30.61
246469,AMAZON,10/3/2023,Public Health,PC-190554,16.53
246469,AMAZON,10/4/2023,Public Health,PC-190554,199.53
246469,AMAZON,10/4/2023,Public Health,PC-190554,212.71
124914,AMAZON,4/15/2023,Public Health,PC-150821,7
124914,AMAZON,5/3/2023,Public Health,PC-150821,742.31
225437,AMAZON,4/11/2023,Public Health,PC-174472,250.87
225437,AMAZON,4/12/2023,Public Health,PC-174472,13.84
280965,AMAZON,7/19/2023,Public Health,PC-267509,17.38
280965,AMAZON,7/26/2023,Public Health,PC-267509,10.92
280965,AMAZON,7/18/2023,Public Health,PC-267509,174.85
280965,AMAZON,7/27/2023,Public Health,PC-267509,46.99
280965,AMAZON,7/20/2023,Public Health,PC-267509,40.76
280965,AMAZON,7/30/2023,Public Health,PC-267509,38.99
280965,AMAZON,7/19/2023,Public Health,PC-267509,29.44
280965,AMAZON,5/24/2023,Public Health,PC-170484,8.18
280965,AMAZON,5/25/2023,Public Health,PC-170484,24.5
280965,AMAZON,12/19/2023,Public Health,PC-184124,19.55
280965,AMAZON,12/20/2023,Public Health,PC-184124,85.04
280965,AMAZON,7/27/2023,Public Health,PC-267509,5.33
280965,AMAZON,5/18/2023,Public Health,PC-170484,35.97
280965,AMAZON,6/15/2023,Public Health,PC-107490,22.37
280965,AMAZON,1/11/2023,Public Health,PC-199980,64.34
280965,AMAZON,10/21/2023,Public Health,PC-125605,163.96
280965,AMAZON,5/6/2023,Public Health,PC-113750,15.99
280965,AMAZON,5/9/2023,Public Health,PC-113750,111.17
280965,AMAZON,5/11/2023,Public Health,PC-113750,148.66
280965,AMAZON,5/9/2023,Public Health,PC-113750,121.34
280965,AMAZON,5/11/2023,Public Health,PC-113750,119.98
280965,AMAZON,5/5/2023,Public Health,PC-113750,11.99
280965,AMAZON,5/6/2023,Public Health,PC-113750,107.01
280965,AMAZON,5/17/2023,Public Health,PC-113750,425.47
280965,AMAZON,11/24/2023,Public Health,PC-265544,19.59
280965,AMAZON,11/28/2023,Public Health,PC-265544,100
124914,AMAZON,5/21/2023,Public Health,PC-292088,7
124914,AMAZON,5/13/2023,Public Health,PC-292088,141.52
124914,AMAZON,5/20/2023,Public Health,PC-292088,120.7
280965,AMAZON,5/11/2023,Public Health,PC-113750,98
280965,AMAZON,5/19/2023,Public Health,PC-113750,8.99
124914,AMAZON,5/14/2023,Public Health,PC-292088,7
280965,AMAZON,5/17/2023,Public Health,PC-113750,937.91
280965,AMAZON,5/18/2023,Public Health,PC-113750,82.62
124914,AMAZON,5/27/2023,Public Health,PC-279751,176.72
124914,AMAZON,5/18/2023,Public Health,PC-279751,195.97
280965,AMAZON,7/20/2023,Public Health,PC-124402,11.32
280965,AMAZON,7/19/2023,Public Health,PC-124402,15.83
280965,AMAZON,7/18/2023,Public Health,PC-124402,16.68
280965,AMAZON,7/18/2023,Public Health,PC-124402,23
280965,AMAZON,11/28/2023,Public Health,PC-265544,27.24
280965,AMAZON,11/21/2023,Public Health,PC-265544,77.68
124914,AMAZON,5/5/2023,Public Health,PC-188136,275.94
280965,AMAZON,8/10/2023,Public Health,PC-265226,22.99
280965,AMAZON,7/19/2023,Public Health,PC-124402,4.6
124914,AMAZON,1/31/2023,Public Health,PC-125620,687.26
246469,AMAZON,5/27/2023,Public Health,PC-228573,37.6
246469,AMAZON,5/25/2023,Public Health,PC-228573,330
280965,AMAZON,4/25/2023,Public Health,PC-172231,16.48
280965,AMAZON,4/18/2023,Public Health,PC-172231,82.62
280965,AMAZON,4/18/2023,Public Health,PC-172231,-24.48
280965,AMAZON,4/5/2023,Public Health,PC-172231,24.48
280965,AMAZON,4/4/2023,Public Health,PC-172231,62.8
280965,AMAZON,4/6/2023,Public Health,PC-172231,300
280965,AMAZON,4/4/2023,Public Health,PC-172231,61.28
280965,AMAZON,4/9/2023,Public Health,PC-172231,34.71
266734,AMAZON,4/5/2023,Public Health,PC-292274,84.98
280965,AMAZON,6/14/2023,Public Health,PC-107490,17.79
266583,SQUARE,10/17/2023,Public Health,PC-223231,480
246469,AMAZON,4/24/2023,Public Health,PC-284079,96.62
266583,AMAZON,12/18/2023,Public Health,PC-150415,7.98
266583,AMAZON,10/16/2023,Public Health,PC-197035,104.51
246469,AMAZON,7/30/2023,Public Health,PC-233080,38.6
266583,AMAZON,12/5/2023,Public Health,PC-121200,79.19
266583,AMAZON,10/12/2023,Public Health,PC-249020,40.69
246469,AMAZON,7/3/2023,Public Health,PC-167181,33.34
246469,AMAZON,7/20/2023,Public Health,PC-167181,39.4
246469,AMAZON,8/11/2023,Public Health,PC-208721,33.12
266583,AMAZON,12/17/2023,Public Health,PC-191686,14.09
266583,AMAZON,10/21/2023,Public Health,PC-258497,79.98
266583,AMAZON,10/6/2023,Public Health,PC-295025,26.29
266583,AMAZON,12/21/2023,Public Health,PC-135559,8.48
266583,SQUARE,11/17/2023,Public Health,PC-156961,624
266583,AMAZON,12/17/2023,Public Health,PC-112070,13.71
246469,AMAZON,4/11/2023,Public Health,PC-284079,24.74
266583,AMAZON,10/13/2023,Public Health,PC-123961,57.78
266583,AMAZON,12/19/2023,Public Health,PC-189109,54.46
246469,AMAZON,6/22/2023,Public Health,PC-138972,36.99
246469,AMAZON,6/27/2023,Public Health,PC-102096,23.75
266734,AMAZON,9/20/2023,Public Health,PC-210753,17.81
266583,AMAZON,11/9/2023,Public Health,PC-156260,56.88
266583,AMAZON,12/17/2023,Public Health,PC-243435,17.22
266583,AMAZON,12/18/2023,Public Health,PC-234128,11.87
124914,AMAZON,11/29/2023,Public Health,PC-182749,1882.43
266583,AMAZON,12/18/2023,Public Health,PC-192824,49.99
246469,AMAZON,2/8/2023,Public Health,PC-233048,89.57
266583,AMAZON,11/9/2023,Public Health,PC-239791,60.88
266583,AMAZON,11/9/2023,Public Health,PC-276289,22.61
266583,AMAZON,11/9/2023,Public Health,PC-280057,27.71
266583,AMAZON,12/22/2023,Public Health,PC-218719,82.05
266583,AMAZON,11/14/2023,Public Health,PC-155629,22.76
266583,AMAZON,12/19/2023,Public Health,PC-126918,23.08
124914,AMAZON,6/21/2023,Public Health,PC-188709,1869.71
266583,AMAZON,10/10/2023,Public Health,PC-244989,20.99
266583,AMAZON,12/13/2023,Public Health,PC-269184,128.24
246469,AMAZON,7/26/2023,Public Health,PC-198846,24.98
246469,SQUARE,6/30/2023,Public Health,PC-238733,830
246469,AMAZON,8/13/2023,Public Health,PC-208721,77.2
246469,AMAZON,8/8/2023,Public Health,PC-208721,17.6
225437,AMAZON,8/29/2023,Public Health,PC-273354,23.34
246469,AMAZON,7/27/2023,Public Health,PC-198846,216.18
266583,AMAZON,11/19/2023,Public Health,PC-297370,143.64
246469,AMAZON,7/27/2023,Public Health,PC-198846,69.95
216875,AMAZON,8/10/2023,Public Health,PC-124470,59.08
266583,AMAZON,11/22/2023,Public Health,PC-165744,31.99
246469,AMAZON,10/8/2023,Public Health,PC-190554,345.21
266583,AMAZON,12/4/2023,Public Health,PC-168156,103.44
246469,AMAZON,10/6/2023,Public Health,PC-262920,150.5
246469,AMAZON,10/8/2023,Public Health,PC-262920,609.99
261375,AMAZON,12/14/2023,Public Health,PC-202633,268.14
261375,AMAZON,11/29/2023,Public Health,PC-176985,26.99
246469,AMAZON,5/23/2023,Public Health,PC-228573,-652.76
246469,AMAZON,5/12/2023,Public Health,PC-228573,652.76
246469,AMAZON,5/25/2023,Public Health,PC-228573,234.46
246469,AMAZON,5/27/2023,Public Health,PC-228573,171.11
246469,AMAZON,5/15/2023,Public Health,PC-228573,15.52
246469,AMAZON,6/7/2023,Public Health,PC-240519,46.31
246469,AMAZON,7/2/2023,Public Health,PC-238733,-69.29
246469,AMAZON,6/29/2023,Public Health,PC-102096,-69.29
246469,AMAZON,5/14/2023,Public Health,PC-228573,14.22
266734,AMAZON,8/30/2023,Public Health,PC-109319,107.77
266734,SQUARE,4/13/2023,Public Health,PC-292274,3800
246469,AMAZON,5/15/2023,Public Health,PC-228573,10.49
246469,AMAZON,6/22/2023,Public Health,PC-138972,-234.46
104353,AMAZON,9/7/2023,City Council,PC-127422,36.12
104353,AMAZON,9/9/2023,City Council,PC-127422,29.76
104353,AMAZON,9/3/2023,City Council,PC-127422,21.69
104353,AMAZON,9/8/2023,City Council,PC-127422,11.29
104353,AMAZON,9/8/2023,City Council,PC-127422,108.93
104353,AMAZON,9/12/2023,City Council,PC-127422,-29.76
104353,AMAZON,11/2/2023,City Council,PC-260063,20.64
208533,AMAZON,8/29/2023,City Council,PC-272009,1487.76
216947,AMAZON,6/10/2023,City Council,PC-295654,116.82
174729,AMAZON,11/17/2023,City Council,PC-183828,1961.7
147354,AMAZON,1/13/2023,City Council,PC-129558,10.23
216947,AMAZON,5/20/2023,City Council,PC-280175,152.99
147354,AMAZON,8/12/2023,City Council,PC-282093,117.59
104353,AMAZON,12/21/2023,City Council,PC-221297,107.97
104353,AMAZON,9/7/2023,City Council,PC-127422,428.37
124844,PAYPAL,6/9/2023,City Council,PC-232166,400
124844,AMAZON,9/6/2023,City Council,PC-144903,79.19
209772,AMAZON,8/1/2023,City Council,PC-213928,360.95
124844,AMAZON,11/20/2023,City Council,PC-131741,49.5
104353,AMAZON,11/30/2023,City Council,PC-119955,29.67
104353,AMAZON,11/30/2023,City Council,PC-119955,289.99
124844,AMAZON,11/20/2023,City Council,PC-131741,70.2
