New ID,Vendor,Charge_Date,Cardholder_Agency,PC_Number,Billing_Amount
280035,AMAZON,9/17/2023,Library,PC-265154,67.78
280035,AMAZON,8/3/2023,Library,PC-188403,26.97
280035,AMAZON,8/2/2023,Library,PC-188403,30.39
280035,AMAZON,9/6/2023,Library,PC-135608,767.66
280035,AMAZON,9/3/2023,Library,PC-135608,73.99
280035,AMAZON,5/31/2023,Library,PC-125483,12.86
280035,AMAZON,5/31/2023,Library,PC-125483,15.16
280035,AMAZON,8/2/2023,Library,PC-188403,321.17
280035,AMAZON,8/3/2023,Library,PC-188403,38.39
280035,AMAZON,6/27/2023,Library,PC-209877,119.61
280035,AMAZON,11/15/2023,Library,PC-119608,324.98
280035,AMAZON,6/23/2023,Library,PC-209877,9.99
280035,AMAZON,6/26/2023,Library,PC-209877,88.92
280035,AMAZON,11/13/2023,Library,PC-119608,22.72
280035,AMAZON,11/15/2023,Library,PC-119608,87.7
280035,AMAZON,11/16/2023,Library,PC-119608,88.63
280035,AMAZON,6/26/2023,Library,PC-209877,8.31
280035,AMAZON,11/13/2023,Library,PC-119608,17.4
280035,AMAZON,5/25/2023,Library,PC-218408,10.99
280035,AMAZON,5/23/2023,Library,PC-218408,12.86
280035,AMAZON,2/22/2023,Library,PC-293112,39.98
280035,AMAZON,2/20/2023,Library,PC-293112,21.73
280035,AMAZON,2/23/2023,Library,PC-293112,17.98
280035,AMAZON,2/23/2023,Library,PC-293112,14.69
280035,AMAZON,2/19/2023,Library,PC-293112,61.91
280035,AMAZON,2/18/2023,Library,PC-293112,11.87
280035,AMAZON,6/25/2023,Library,PC-209877,19.99
280035,AMAZON,6/27/2023,Library,PC-209877,14.84
280035,AMAZON,5/25/2023,Library,PC-218408,108.95
280035,AMAZON,6/27/2023,Library,PC-209877,24.73
280035,AMAZON,2/19/2023,Library,PC-293112,69.89
280035,AMAZON,6/22/2023,Library,PC-209877,40.36
280035,AMAZON,6/23/2023,Library,PC-209877,399
280035,AMAZON,6/27/2023,Library,PC-209877,38.02
280035,AMAZON,6/26/2023,Library,PC-209877,32.75
280035,AMAZON,2/17/2023,Library,PC-293112,7.98
280035,AMAZON,5/24/2023,Library,PC-218408,25.1
280035,AMAZON,2/14/2023,Library,PC-174513,78.53
280035,AMAZON,2/15/2023,Library,PC-174513,76.04
280035,AMAZON,2/14/2023,Library,PC-174513,7.99
280035,AMAZON,2/13/2023,Library,PC-174513,27.94
280035,AMAZON,2/14/2023,Library,PC-174513,24.15
280035,AMAZON,5/21/2023,Library,PC-252071,458.94
280035,AMAZON,5/20/2023,Library,PC-252071,38.65
280035,AMAZON,5/19/2023,Library,PC-128960,9.49
280035,AMAZON,5/17/2023,Library,PC-128960,77.67
280035,AMAZON,5/18/2023,Library,PC-128960,7.99
280035,AMAZON,5/17/2023,Library,PC-128960,53.43
280035,AMAZON,3/14/2023,Library,PC-206055,8.37
280035,AMAZON,3/14/2023,Library,PC-206055,9.99
280035,AMAZON,3/14/2023,Library,PC-206055,98.63
280035,AMAZON,5/24/2023,Library,PC-218408,25.1
280035,AMAZON,5/24/2023,Library,PC-218408,21.34
280035,AMAZON,10/14/2023,Library,PC-217112,15.48
280035,AMAZON,10/14/2023,Library,PC-217112,158.85
280035,AMAZON,10/17/2023,Library,PC-217112,16.37
280035,AMAZON,10/17/2023,Library,PC-217112,240.42
280035,AMAZON,10/19/2023,Library,PC-217112,52.95
280035,PAYPAL,10/20/2023,Library,PC-217112,79
280035,AMAZON,10/19/2023,Library,PC-217112,125.67
280035,AMAZON,5/17/2023,Library,PC-128960,259.12
280035,AMAZON,5/17/2023,Library,PC-128960,238.69
280035,AMAZON,2/11/2023,Library,PC-111092,24.59
280035,AMAZON,9/12/2023,Library,PC-221503,297
280035,AMAZON,9/13/2023,Library,PC-221503,262.8
280035,AMAZON,9/13/2023,Library,PC-221503,395.01
280035,AMAZON,2/14/2023,Library,PC-174513,24.15
280035,AMAZON,2/14/2023,Library,PC-174513,15.99
280035,AMAZON,2/13/2023,Library,PC-174513,10.98
280035,AMAZON,5/17/2023,Library,PC-128960,21.77
280035,AMAZON,5/19/2023,Library,PC-128960,18.29
280035,AMAZON,5/17/2023,Library,PC-128960,16.81
280035,AMAZON,5/27/2023,Library,PC-218408,46.31
280035,AMAZON,9/14/2023,Library,PC-221503,54.41
280035,AMAZON,3/14/2023,Library,PC-206055,77.02
280035,AMAZON,3/11/2023,Library,PC-206055,75.21
280035,AMAZON,3/14/2023,Library,PC-206055,6.04
280035,AMAZON,3/16/2023,Library,PC-206055,59.75
280035,AMAZON,7/27/2023,Library,PC-203495,64.53
280035,AMAZON,7/26/2023,Library,PC-203495,57.65
280035,AMAZON,7/27/2023,Library,PC-203495,37.61
280035,AMAZON,7/27/2023,Library,PC-203495,37.56
280035,AMAZON,7/27/2023,Library,PC-203495,31.45
280035,AMAZON,7/27/2023,Library,PC-203495,24.97
280035,AMAZON,6/1/2023,Library,PC-125483,51.78
280035,SQUARE,5/31/2023,Library,PC-125483,72
280035,AMAZON,7/27/2023,Library,PC-203495,224.23
280035,AMAZON,5/30/2023,Library,PC-125483,9.99
280035,AMAZON,7/27/2023,Library,PC-203495,18.98
280035,AMAZON,7/27/2023,Library,PC-203495,178.69
280035,AMAZON,7/27/2023,Library,PC-203495,140.07
280035,AMAZON,5/30/2023,Library,PC-125483,47.98
280035,AMAZON,7/27/2023,Library,PC-203495,12.48
280035,AMAZON,7/28/2023,Library,PC-203495,114.75
280035,AMAZON,3/15/2023,Library,PC-206055,15.29
280035,AMAZON,3/17/2023,Library,PC-206055,18.88
269005,SQUARE,9/13/2023,Library,PC-260105,192
280035,AMAZON,3/13/2023,Library,PC-206055,23.94
280035,AMAZON,3/15/2023,Library,PC-206055,262.51
280035,AMAZON,3/15/2023,Library,PC-206055,27.58
280035,AMAZON,3/14/2023,Library,PC-206055,31.19
280035,AMAZON,3/17/2023,Library,PC-206055,32.6
280035,AMAZON,3/17/2023,Library,PC-206055,34.95
280035,AMAZON,3/14/2023,Library,PC-206055,375.21
280035,AMAZON,3/15/2023,Library,PC-206055,38.89
280035,AMAZON,3/15/2023,Library,PC-206055,43.96
280035,AMAZON,3/14/2023,Library,PC-206055,45.14
280035,AMAZON,3/15/2023,Library,PC-206055,46.1
280035,AMAZON,3/14/2023,Library,PC-206055,53.87
280035,AMAZON,3/13/2023,Library,PC-206055,134.56
280035,AMAZON,3/16/2023,Library,PC-206055,12.97
287972,AMAZON,9/14/2023,Library,PC-289298,348.09
287972,AMAZON,4/30/2023,Library,PC-231140,62.53
280035,AMAZON,11/19/2023,Library,PC-186987,146.42
280035,AMAZON,11/18/2023,Library,PC-186987,110.49
280035,AMAZON,4/25/2023,Library,PC-110816,11.43
280035,AMAZON,2/25/2023,Library,PC-170204,8.99
280035,AMAZON,4/24/2023,Library,PC-110816,12.28
280035,AMAZON,2/16/2023,Library,PC-170204,9.99
280035,AMAZON,4/27/2023,Library,PC-110816,16.37
280035,AMAZON,4/24/2023,Library,PC-110816,17.48
280035,AMAZON,4/27/2023,Library,PC-110816,19.99
280035,AMAZON,4/26/2023,Library,PC-110816,21.66
280035,AMAZON,4/27/2023,Library,PC-110816,22.08
280035,AMAZON,4/24/2023,Library,PC-110816,22.49
280035,AMAZON,4/26/2023,Library,PC-110816,22.75
280035,AMAZON,4/27/2023,Library,PC-110816,37.04
280035,AMAZON,4/28/2023,Library,PC-110816,37.23
280035,AMAZON,4/27/2023,Library,PC-110816,391
280035,AMAZON,4/21/2023,Library,PC-110816,47.42
280035,AMAZON,4/27/2023,Library,PC-110816,19.76
280035,AMAZON,4/24/2023,Library,PC-110816,48.42
280035,AMAZON,9/27/2023,Library,PC-198132,124.48
280035,AMAZON,9/22/2023,Library,PC-198132,18.98
280035,AMAZON,9/26/2023,Library,PC-198132,19.36
280035,AMAZON,9/22/2023,Library,PC-198132,19.78
280035,AMAZON,11/17/2023,Library,PC-186987,46.6
280035,AMAZON,9/20/2023,Library,PC-198132,26.08
280035,AMAZON,3/2/2023,Library,PC-170204,50.76
280035,AMAZON,2/24/2023,Library,PC-170204,59.1
280035,AMAZON,11/22/2023,Library,PC-186987,58
280035,AMAZON,11/18/2023,Library,PC-186987,51.36
280035,AMAZON,9/27/2023,Library,PC-198132,35.97
280035,AMAZON,4/28/2023,Library,PC-110816,48.92
280035,AMAZON,7/31/2023,Library,PC-207597,8.76
280035,AMAZON,8/1/2023,Library,PC-207597,8.41
280035,AMAZON,7/28/2023,Library,PC-207597,26.99
280035,AMAZON,8/8/2023,Library,PC-200041,16.71
280035,AMAZON,8/5/2023,Library,PC-200041,17.99
280035,AMAZON,7/30/2023,Library,PC-207597,14.84
280035,AMAZON,7/30/2023,Library,PC-207597,12.86
280035,AMAZON,11/3/2023,Library,PC-186229,91.78
280035,AMAZON,8/1/2023,Library,PC-207597,71.1
280035,AMAZON,4/28/2023,Library,PC-110816,8.98
280035,AMAZON,4/26/2023,Library,PC-110816,90.58
280035,AMAZON,8/4/2023,Library,PC-200041,11.39
280035,AMAZON,8/9/2023,Library,PC-200041,138.42
280035,AMAZON,8/5/2023,Library,PC-200041,15.84
280035,AMAZON,8/8/2023,Library,PC-200041,16.06
280035,AMAZON,7/30/2023,Library,PC-207597,58.35
280035,AMAZON,8/1/2023,Library,PC-207597,54.52
280035,AMAZON,4/4/2023,Library,PC-150045,50.61
280035,AMAZON,11/6/2023,Library,PC-186229,90.24
280035,AMAZON,2/15/2023,Library,PC-170204,40.97
280035,AMAZON,2/24/2023,Library,PC-170204,41.76
280035,AMAZON,11/4/2023,Library,PC-186229,9.89
280035,AMAZON,11/6/2023,Library,PC-186229,8.67
280035,AMAZON,7/10/2023,Library,PC-200133,12.23
280035,AMAZON,1/11/2023,Library,PC-282334,53.97
280035,AMAZON,1/9/2023,Library,PC-282334,44.89
280035,AMAZON,1/8/2023,Library,PC-282334,38.68
280035,AMAZON,1/7/2023,Library,PC-282334,253.76
280035,AMAZON,1/10/2023,Library,PC-282334,245.77
280035,AMAZON,1/9/2023,Library,PC-282334,23.86
280035,AMAZON,1/9/2023,Library,PC-282334,192.28
280035,AMAZON,7/9/2023,Library,PC-200133,12.73
280035,AMAZON,1/9/2023,Library,PC-282334,16.9
280035,AMAZON,1/10/2023,Library,PC-282334,16.8
280035,AMAZON,1/9/2023,Library,PC-282334,15.97
280035,AMAZON,1/10/2023,Library,PC-282334,15.38
280035,AMAZON,7/9/2023,Library,PC-200133,27.7
280035,AMAZON,7/10/2023,Library,PC-200133,24.74
280035,AMAZON,5/3/2023,Library,PC-108635,43.22
280035,AMAZON,5/3/2023,Library,PC-108635,39.97
280035,AMAZON,5/2/2023,Library,PC-108635,24.99
280035,AMAZON,5/2/2023,Library,PC-108635,106.48
280035,AMAZON,5/2/2023,Library,PC-108635,10.54
280035,AMAZON,5/2/2023,Library,PC-108635,10.49
280035,AMAZON,5/2/2023,Library,PC-108635,47.49
280035,AMAZON,4/28/2023,Library,PC-108635,7.5
280035,AMAZON,5/2/2023,Library,PC-108635,54.13
280035,AMAZON,8/7/2023,Library,PC-200041,42.57
280035,AMAZON,11/3/2023,Library,PC-186229,23.47
280035,AMAZON,11/5/2023,Library,PC-186229,21.05
280035,AMAZON,11/3/2023,Library,PC-186229,143.46
280035,AMAZON,11/6/2023,Library,PC-186229,14.26
280035,AMAZON,11/7/2023,Library,PC-186229,124.69
280035,AMAZON,8/7/2023,Library,PC-200041,39.5
280035,AMAZON,11/3/2023,Library,PC-186229,12.99
280035,AMAZON,10/23/2023,Library,PC-174228,19.98
280035,AMAZON,10/23/2023,Library,PC-174228,175.85
280035,AMAZON,8/9/2023,Library,PC-200041,46.45
280035,AMAZON,11/6/2023,Library,PC-186229,8.03
280035,AMAZON,11/7/2023,Library,PC-186229,78.79
280035,AMAZON,8/8/2023,Library,PC-200041,24.74
280035,AMAZON,8/5/2023,Library,PC-200041,27.88
280035,AMAZON,11/3/2023,Library,PC-186229,522.53
280035,AMAZON,11/3/2023,Library,PC-186229,354.96
280035,AMAZON,11/6/2023,Library,PC-186229,285.48
280035,AMAZON,11/7/2023,Library,PC-186229,28.08
280035,AMAZON,10/24/2023,Library,PC-174228,37.29
280035,AMAZON,11/7/2023,Library,PC-186229,246.4
280035,AMAZON,10/25/2023,Library,PC-174228,35.12
280035,AMAZON,11/4/2023,Library,PC-186229,840.49
280035,AMAZON,11/24/2023,Library,PC-118408,9.38
280035,AMAZON,7/9/2023,Library,PC-200133,8.89
280035,AMAZON,8/16/2023,Library,PC-208730,29
280035,AMAZON,9/27/2023,Library,PC-240739,47.35
280035,AMAZON,7/10/2023,Library,PC-200133,57.61
280035,AMAZON,8/22/2023,Library,PC-208730,296.99
280035,AMAZON,9/27/2023,Library,PC-240739,63.66
280035,AMAZON,7/7/2023,Library,PC-200133,52.12
280035,AMAZON,8/17/2023,Library,PC-208730,6.64
280035,AMAZON,9/28/2023,Library,PC-240739,417.08
280035,AMAZON,8/21/2023,Library,PC-208730,6.92
280035,AMAZON,2/17/2023,Library,PC-170204,99.96
280035,AMAZON,8/21/2023,Library,PC-208730,92.62
280035,AMAZON,7/8/2023,Library,PC-200133,28.98
280035,AMAZON,1/10/2023,Library,PC-282334,7.21
280035,AMAZON,8/21/2023,Library,PC-208730,74.57
280035,AMAZON,8/8/2023,Library,PC-200041,98.01
280035,AMAZON,9/28/2023,Library,PC-240739,41.54
280035,AMAZON,9/27/2023,Library,PC-240739,35.72
280035,AMAZON,8/7/2023,Library,PC-200041,599.99
280035,AMAZON,8/6/2023,Library,PC-200041,66.1
280035,AMAZON,8/4/2023,Library,PC-200041,78.75
280035,AMAZON,8/17/2023,Library,PC-208730,-37.86
280035,AMAZON,11/29/2023,Library,PC-118408,29.67
280035,AMAZON,8/18/2023,Library,PC-208730,-81.18
280035,AMAZON,8/7/2023,Library,PC-200041,84.01
280035,AMAZON,8/16/2023,Library,PC-208730,24.49
280035,AMAZON,11/28/2023,Library,PC-118408,22.96
280035,AMAZON,9/28/2023,Library,PC-240739,105.54
280035,PAYPAL,9/28/2023,Library,PC-240739,18.97
280035,AMAZON,9/28/2023,Library,PC-240739,21.67
280035,AMAZON,8/17/2023,Library,PC-208730,28.99
280035,AMAZON,9/28/2023,Library,PC-240739,233.89
287972,AMAZON,11/3/2023,Library,PC-227223,58.79
287972,AMAZON,11/2/2023,Library,PC-227223,34.94
280035,AMAZON,7/13/2023,Library,PC-194845,23.33
280035,AMAZON,7/13/2023,Library,PC-194845,10.88
280035,AMAZON,1/22/2023,Library,PC-236602,8.59
280035,AMAZON,1/20/2023,Library,PC-236602,77.98
280035,AMAZON,1/20/2023,Library,PC-236602,34.68
280035,AMAZON,1/22/2023,Library,PC-236602,30.97
280035,AMAZON,1/21/2023,Library,PC-236602,13.98
280035,AMAZON,1/22/2023,Library,PC-236602,10.45
280035,AMAZON,12/8/2023,Library,PC-220239,127.84
280035,AMAZON,8/31/2023,Library,PC-148089,587
280035,AMAZON,8/30/2023,Library,PC-148089,49.39
280035,AMAZON,8/31/2023,Library,PC-148089,30.08
280035,AMAZON,8/31/2023,Library,PC-148089,3.95
280035,AMAZON,8/30/2023,Library,PC-148089,16.98
280035,AMAZON,8/29/2023,Library,PC-148089,116.93
280035,AMAZON,8/29/2023,Library,PC-148089,11.73
280035,AMAZON,12/7/2023,Library,PC-220239,5.89
287972,AMAZON,1/11/2023,Library,PC-112041,261.44
280035,SQUARE,4/13/2023,Library,PC-295450,20
280035,AMAZON,6/8/2023,Library,PC-107547,40.29
280035,AMAZON,6/6/2023,Library,PC-107547,60.96
280035,AMAZON,6/13/2023,Library,PC-107547,7.99
280035,AMAZON,6/8/2023,Library,PC-107547,76.2
287972,AMAZON,7/4/2023,Library,PC-161677,41.86
287972,AMAZON,6/30/2023,Library,PC-161677,78.46
280035,AMAZON,6/12/2023,Library,PC-107547,8.99
280035,AMAZON,4/9/2023,Library,PC-295450,70.03
280035,AMAZON,6/20/2023,Library,PC-205174,9.8
280035,AMAZON,6/21/2023,Library,PC-205174,8.54
280035,AMAZON,6/10/2023,Library,PC-107547,39.86
280035,AMAZON,4/8/2023,Library,PC-295450,10.79
280035,AMAZON,6/13/2023,Library,PC-107547,37.98
280035,AMAZON,7/4/2023,Library,PC-246454,59.39
280035,AMAZON,6/12/2023,Library,PC-107547,115.56
280035,AMAZON,6/7/2023,Library,PC-107547,12.99
280035,AMAZON,4/13/2023,Library,PC-295450,20.86
280035,AMAZON,6/12/2023,Library,PC-107547,195.12
280035,AMAZON,6/11/2023,Library,PC-107547,21.61
280035,AMAZON,6/12/2023,Library,PC-107547,21.65
280035,AMAZON,6/11/2023,Library,PC-107547,231.23
280035,AMAZON,6/7/2023,Library,PC-107547,27.75
280035,AMAZON,6/12/2023,Library,PC-107547,34.92
280035,AMAZON,4/13/2023,Library,PC-295450,36.87
280035,AMAZON,6/7/2023,Library,PC-107547,352.89
280035,AMAZON,7/3/2023,Library,PC-246454,134.85
280035,AMAZON,7/3/2023,Library,PC-246454,25.11
280035,AMAZON,7/4/2023,Library,PC-246454,36.63
280035,AMAZON,7/5/2023,Library,PC-246454,44.16
280035,AMAZON,6/20/2023,Library,PC-205174,74.19
280035,AMAZON,4/4/2023,Library,PC-150045,740.93
280035,AMAZON,4/5/2023,Library,PC-150045,9.99
280035,AMAZON,1/24/2023,Library,PC-157363,36.46
280035,AMAZON,1/25/2023,Library,PC-157363,322.3
280035,AMAZON,1/25/2023,Library,PC-157363,27.27
280035,AMAZON,1/26/2023,Library,PC-157363,249.99
280035,AMAZON,5/4/2023,Library,PC-278920,133.99
280035,AMAZON,5/10/2023,Library,PC-278920,117.66
280035,AMAZON,5/16/2023,Library,PC-278920,11.83
280035,AMAZON,5/6/2023,Library,PC-278920,105.19
287972,AMAZON,1/24/2023,Library,PC-221019,12.86
280035,PAYPAL,8/30/2023,Library,PC-148089,7
280035,AMAZON,10/27/2023,Library,PC-165016,35.62
280035,AMAZON,10/30/2023,Library,PC-165016,37.69
280035,AMAZON,10/25/2023,Library,PC-165016,6.99
280035,AMAZON,10/27/2023,Library,PC-165016,92.19
280035,AMAZON,2/16/2023,Library,PC-170204,21.24
280035,AMAZON,3/1/2023,Library,PC-170204,25.66
280035,AMAZON,6/21/2023,Library,PC-205174,551.87
280035,AMAZON,6/21/2023,Library,PC-205174,50.93
280035,AMAZON,12/13/2023,Library,PC-133655,47.7
280035,AMAZON,12/13/2023,Library,PC-133655,46.35
280035,AMAZON,12/14/2023,Library,PC-133655,32.49
280035,AMAZON,4/14/2023,Library,PC-297160,110.33
280035,AMAZON,4/16/2023,Library,PC-297160,120.42
280035,AMAZON,12/14/2023,Library,PC-133655,22.79
280035,AMAZON,12/13/2023,Library,PC-133655,21.48
280035,AMAZON,12/14/2023,Library,PC-133655,19.99
280035,AMAZON,10/9/2023,Library,PC-193947,49.48
280035,AMAZON,10/7/2023,Library,PC-193947,29.46
280035,AMAZON,6/20/2023,Library,PC-205174,51.32
280035,AMAZON,1/16/2023,Library,PC-270247,27.15
280035,AMAZON,1/12/2023,Library,PC-270247,238.31
280035,AMAZON,1/19/2023,Library,PC-270247,18.98
280035,AMAZON,1/20/2023,Library,PC-270247,150.87
280035,AMAZON,1/13/2023,Library,PC-270247,15.99
280035,AMAZON,1/17/2023,Library,PC-270247,140.2
280035,AMAZON,6/19/2023,Library,PC-205174,15.82
280035,AMAZON,12/14/2023,Library,PC-133655,80.63
280035,AMAZON,12/14/2023,Library,PC-133655,62.05
280035,AMAZON,12/13/2023,Library,PC-133655,6.59
280035,AMAZON,10/11/2023,Library,PC-193947,19.43
280035,AMAZON,10/13/2023,Library,PC-193947,186.25
280035,AMAZON,10/12/2023,Library,PC-193947,10.44
280035,AMAZON,4/17/2023,Library,PC-297160,62.37
280035,AMAZON,4/17/2023,Library,PC-297160,8.21
280035,AMAZON,6/20/2023,Library,PC-205174,15.97
280035,AMAZON,4/19/2023,Library,PC-297160,248.39
280035,AMAZON,12/13/2023,Library,PC-133655,13.98
280035,AMAZON,12/14/2023,Library,PC-133655,12.98
280035,AMAZON,4/18/2023,Library,PC-297160,16.79
287972,AMAZON,12/4/2023,Library,PC-101175,49.97
287972,AMAZON,12/14/2023,Library,PC-101175,47.49
287972,AMAZON,12/6/2023,Library,PC-101175,322.34
287972,AMAZON,11/30/2023,Library,PC-101175,24.28
287972,AMAZON,12/7/2023,Library,PC-101175,22.18
280035,AMAZON,4/17/2023,Library,PC-297160,20.1
280035,AMAZON,4/16/2023,Library,PC-297160,21.76
280035,AMAZON,4/16/2023,Library,PC-297160,23.01
280035,AMAZON,4/20/2023,Library,PC-297160,58.29
280035,AMAZON,6/19/2023,Library,PC-205174,25.09
280035,AMAZON,1/13/2023,Library,PC-270247,8.99
280035,AMAZON,1/17/2023,Library,PC-270247,70.18
280035,AMAZON,1/16/2023,Library,PC-270247,60.2
280035,AMAZON,1/19/2023,Library,PC-270247,27.99
280035,AMAZON,1/12/2023,Library,PC-270247,54.91
280035,AMAZON,1/19/2023,Library,PC-270247,450.86
280035,AMAZON,8/29/2023,Library,PC-271258,162.36
280035,AMAZON,1/19/2023,Library,PC-270247,41.98
280035,AMAZON,6/21/2023,Library,PC-205174,173.68
280035,AMAZON,1/16/2023,Library,PC-270247,9.2
280035,AMAZON,8/26/2023,Library,PC-271258,158.4
280035,AMAZON,8/27/2023,Library,PC-271258,78.45
280035,AMAZON,1/12/2023,Library,PC-270247,297.8
280035,AMAZON,6/21/2023,Library,PC-205174,22.65
280035,AMAZON,8/28/2023,Library,PC-271258,13.12
280035,AMAZON,8/25/2023,Library,PC-271258,36.86
280035,AMAZON,3/2/2023,Library,PC-170204,301.26
280035,AMAZON,6/21/2023,Library,PC-205174,24.74
280035,AMAZON,6/16/2023,Library,PC-205174,21.58
168914,AMAZON,10/18/2023,Library,PC-107954,109.75
168914,SQUARE,5/17/2023,Library,PC-140948,21.21
168914,SQUARE,1/6/2023,Library,PC-268593,250
210373,AMAZON,3/6/2023,Library,PC-206332,48.49
210373,AMAZON,2/21/2023,Library,PC-229152,22.72
210373,AMAZON,2/21/2023,Library,PC-229152,71.25
210373,AMAZON,2/19/2023,Library,PC-229152,94.9
210373,AMAZON,5/27/2023,Library,PC-147035,73.44
273526,AMAZON,8/2/2023,Library,PC-221131,19.74
273526,AMAZON,7/19/2023,Library,PC-221131,24.95
273526,AMAZON,7/20/2023,Library,PC-221131,31.35
273526,AMAZON,5/2/2023,Library,PC-172243,19.21
273526,PAYPAL,3/13/2023,Library,PC-167984,140
273526,PAYPAL,3/13/2023,Library,PC-167984,140
273526,PAYPAL,3/13/2023,Library,PC-167984,140
273526,PAYPAL,3/13/2023,Library,PC-167984,140
273526,AMAZON,4/2/2023,Library,PC-220994,20.06
210373,AMAZON,7/23/2023,Library,PC-285295,28.71
210373,AMAZON,7/19/2023,Library,PC-192327,178.1
210373,AMAZON,8/1/2023,Library,PC-194884,13.45
210373,AMAZON,4/24/2023,Library,PC-235418,9.4
210373,AMAZON,5/3/2023,Library,PC-121331,106.89
210373,AMAZON,5/7/2023,Library,PC-168053,127.32
210373,AMAZON,3/1/2023,Library,PC-260936,11.57
210373,AMAZON,3/1/2023,Library,PC-260936,18.31
210373,AMAZON,3/1/2023,Library,PC-260936,25.24
210373,AMAZON,2/27/2023,Library,PC-260936,39.22
210373,AMAZON,3/22/2023,Library,PC-260936,46.52
210373,AMAZON,11/19/2023,Library,PC-120823,89.99
210373,AMAZON,11/8/2023,Library,PC-280084,162.26
210373,AMAZON,3/19/2023,Library,PC-293473,25.73
210373,AMAZON,3/19/2023,Library,PC-293473,31.66
210373,AMAZON,4/17/2023,Library,PC-228832,17.81
210373,AMAZON,4/17/2023,Library,PC-228832,6.79
210373,AMAZON,3/8/2023,Library,PC-141653,652.62
210373,AMAZON,3/8/2023,Library,PC-249652,68.19
210373,AMAZON,3/13/2023,Library,PC-249652,9.89
210373,AMAZON,3/13/2023,Library,PC-244048,46.52
210373,AMAZON,3/13/2023,Library,PC-260997,43.22
210373,AMAZON,3/13/2023,Library,PC-260997,62.37
210373,AMAZON,3/4/2023,Library,PC-231883,94.89
210373,AMAZON,6/26/2023,Library,PC-195040,116.99
210373,AMAZON,6/18/2023,Library,PC-157513,11.49
210373,AMAZON,10/16/2023,Library,PC-135487,195.5
273526,AMAZON,11/2/2023,Library,PC-112360,20.43
210373,AMAZON,3/13/2023,Library,PC-246611,8.5
210373,AMAZON,3/14/2023,Library,PC-246611,48
210373,AMAZON,3/13/2023,Library,PC-246611,32.96
210373,AMAZON,1/9/2023,Library,PC-106689,159.72
210373,AMAZON,10/16/2023,Library,PC-235261,114.79
210373,AMAZON,1/10/2023,Library,PC-106689,36.35
210373,AMAZON,10/16/2023,Library,PC-219761,78.92
210373,AMAZON,1/22/2023,Library,PC-132470,10.88
273526,AMAZON,8/13/2023,Library,PC-280527,593.11
210373,AMAZON,11/8/2023,Library,PC-135920,12.46
210373,AMAZON,11/8/2023,Library,PC-195072,14.84
210373,AMAZON,10/16/2023,Library,PC-114464,169.19
273526,PAYPAL,9/5/2023,Library,PC-236444,136.2
273526,AMAZON,9/2/2023,Library,PC-236444,19.88
273526,PAYPAL,8/29/2023,Library,PC-260817,495
186805,AMAZON,2/10/2023,Library,PC-183207,30.99
186805,AMAZON,2/6/2023,Library,PC-183207,254.97
186805,AMAZON,2/6/2023,Library,PC-183207,32.97
273526,AMAZON,2/2/2023,Library,PC-230982,19.21
273526,AMAZON,12/2/2023,Library,PC-191770,20.9
210373,AMAZON,1/24/2023,Library,PC-132470,14.8
210373,AMAZON,2/14/2023,Library,PC-298700,56.92
210373,AMAZON,2/15/2023,Library,PC-298700,15.38
210373,AMAZON,6/30/2023,Library,PC-178874,169.77
210373,AMAZON,6/28/2023,Library,PC-130546,220.97
210373,AMAZON,5/23/2023,Library,PC-166234,65.83
210373,AMAZON,1/24/2023,Library,PC-132470,196.81
186805,AMAZON,1/12/2023,Library,PC-162859,403.74
210373,AMAZON,12/7/2023,Library,PC-267351,287.99
210373,AMAZON,5/17/2023,Library,PC-200130,10.88
273526,AMAZON,10/2/2023,Library,PC-206090,19.51
210373,AMAZON,5/23/2023,Library,PC-159967,39.95
273526,AMAZON,2/22/2023,Library,PC-287665,10.99
273526,AMAZON,3/2/2023,Library,PC-287665,18.61
273526,AMAZON,2/23/2023,Library,PC-287665,83.95
273526,PAYPAL,5/17/2023,Library,PC-120597,150.93
210373,AMAZON,5/17/2023,Library,PC-241471,112.44
210373,AMAZON,5/26/2023,Library,PC-127705,22.99
210373,AMAZON,2/2/2023,Library,PC-214726,59.37
210373,AMAZON,2/1/2023,Library,PC-214726,35.61
210373,AMAZON,2/21/2023,Library,PC-146447,46.15
210373,AMAZON,2/20/2023,Library,PC-148954,158.5
210373,AMAZON,2/19/2023,Library,PC-148954,41.5
210373,AMAZON,8/12/2023,Library,PC-264629,29.03
210373,AMAZON,8/12/2023,Library,PC-156904,12.34
210373,AMAZON,8/12/2023,Library,PC-104718,16.2
210373,AMAZON,8/8/2023,Library,PC-180010,25.12
273526,AMAZON,6/2/2023,Library,PC-101761,19.71
273526,AMAZON,7/2/2023,Library,PC-101761,19.37
210373,AMAZON,2/26/2023,Library,PC-105608,35.84
273526,AMAZON,1/2/2023,Library,PC-148607,19.39
273526,AMAZON,6/10/2023,Library,PC-101761,40.38
273526,AMAZON,1/21/2023,Library,PC-148607,20.9
220695,AMAZON,12/7/2023,Library,PC-177683,48.5
220695,AMAZON,12/7/2023,Library,PC-199600,35.99
220695,AMAZON,12/7/2023,Library,PC-267063,10.25
220695,AMAZON,12/7/2023,Library,PC-261937,50.82
220695,AMAZON,11/21/2023,Library,PC-131093,88.05
220695,AMAZON,11/25/2023,Library,PC-121872,-63.46
